Pages les plus populaires,Clics,Impressions,CTR,Position
https://www.michelinman.com/auto/manufacturers/lincoln/town-car,38,3267,1.16%,23.47
https://www.michelinman.com/auto/manufacturers/dodge/ram-2500,38,2849,1.33%,27.41
https://www.michelinman.com/auto/manufacturers/toyota/fj-cruiser,38,2609,1.46%,22.51
https://www.michelinman.com/auto/manufacturers/mazda/cx-50,38,2601,1.46%,9.57
https://www.michelinman.com/auto/manufacturers/dodge/viper,38,2386,1.59%,16.26
https://www.michelinman.com/auto/manufacturers/bmw/430i-gran-coupe,38,1935,1.96%,17.24
https://www.michelinman.com/auto/manufacturers/kia/niro-ev,38,1796,2.12%,10.3
https://www.michelinman.com/auto/manufacturers/volkswagen/touareg,38,894,4.25%,16.2
https://www.michelinman.com/auto/manufacturers/genesis/g90,38,775,4.9%,35.54
https://www.michelinman.com/auto/manufacturers/chevrolet/volt,37,3185,1.16%,20.24
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/fxdwg-dyna-wide-glide/fxdwg-dyna-wide-glide,37,3145,1.18%,32.52
https://www.michelinman.com/auto/manufacturers/lincoln/mkx,37,1710,2.16%,20
https://www.michelinman.com/auto/manufacturers/mercedes-benz/cla35-amg,37,724,5.11%,31.15
https://www.michelinman.com/auto/manufacturers/mercedes-benz/sl500,37,665,5.56%,26.15
https://www.michelinman.com/auto/manufacturers/hyundai/ioniq-5-n,37,537,6.89%,26.27
https://www.michelinman.com/auto/manufacturers/acura/tl,36,5860,0.61%,25.41
https://www.michelinman.com/auto/manufacturers/nissan/370z,36,2594,1.39%,21.51
https://www.michelinman.com/auto/manufacturers/cadillac/xts,36,2493,1.44%,29.63
https://www.michelinman.com/auto/manufacturers/lexus/gx470,36,2461,1.46%,26.82
https://www.michelinman.com/motorcycle/manufacturers/honda/xrm-125,36,2212,1.63%,12.95
https://www.michelinman.com/auto/manufacturers/buick/regal,36,1727,2.08%,20.56
https://www.michelinman.com/motorcycle/manufacturers/honda/pcx,36,790,4.56%,14.07
https://www.michelinman.com/motorcycle/manufacturers/ducati,36,787,4.57%,21.56
https://www.michelinman.com/motorcycle/manufacturers/bmw/r-1250-gs,36,741,4.86%,12.1
https://www.michelinman.com/auto/manufacturers/kia,35,6807,0.51%,16.79
https://www.michelinman.com/auto/manufacturers/bmw/320i,35,6700,0.52%,14.83
https://www.michelinman.com/auto/manufacturers/mini/cooper,35,4609,0.76%,34.58
https://www.michelinman.com/auto/manufacturers/toyota/yaris,35,3910,0.9%,25.73
https://www.michelinman.com/auto/manufacturers/volkswagen/gti,35,2227,1.57%,14.22
https://www.michelinman.com/auto/manufacturers/lexus/lx600,35,1994,1.76%,11.71
https://www.michelinman.com/auto/manufacturers/lamborghini/urus,35,1700,2.06%,13.37
https://www.michelinman.com/motorcycle/manufacturers/honda/grom/grom,34,4799,0.71%,15.02
https://www.michelinman.com/auto/manufacturers/land-rover,34,3388,1%,18.82
https://www.michelinman.com/motorcycle/manufacturers/suzuki/gsx-r600/gsx-r600,34,3274,1.04%,13.09
https://www.michelinman.com/auto/manufacturers/ford/c-max,34,3240,1.05%,26.42
https://www.michelinman.com/auto/manufacturers/volkswagen/beetle,34,2943,1.16%,13.16
https://www.michelinman.com/auto/manufacturers/lincoln/navigator,34,2380,1.43%,14.6
https://www.michelinman.com/auto/manufacturers/gmc/sierra-3500-hd,34,1710,1.99%,25.88
https://www.michelinman.com/auto/manufacturers/porsche/taycan,34,997,3.41%,15.8
https://www.michelinman.com/auto/manufacturers/mazda/cx-90,34,566,6.01%,10.17
https://www.michelinman.com/auto/manufacturers/bmw/m8,34,429,7.93%,10.56
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/fxdf-dyna-fat-bob/fxdf-dyna-fat-bob,33,1869,1.77%,18.82
https://www.michelinman.com/auto/manufacturers/bmw/325i,33,1438,2.29%,21.58
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/z125-pro,33,996,3.31%,7.61
https://www.michelinman.com/auto/manufacturers/volvo/v60-cross-country,33,873,3.78%,14.4
https://www.michelinman.com/auto/manufacturers/lexus/is300,32,6600,0.48%,20.18
https://www.michelinman.com/auto/manufacturers/toyota/matrix,32,4104,0.78%,27.12
https://www.michelinman.com/motorcycle/manufacturers/suzuki,32,3254,0.98%,23.78
https://www.michelinman.com/auto/manufacturers/toyota/gr-corolla,32,2335,1.37%,21.79
https://www.michelinman.com/auto/manufacturers/audi/sq5,32,1672,1.91%,11.57
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/vulcan-s,32,1034,3.09%,14.14
https://www.michelinman.com/auto/manufacturers/audi/s5,32,888,3.6%,12.35
https://www.michelinman.com/auto/manufacturers/cadillac/lyriq,32,282,11.35%,14.57
https://www.michelinman.com/auto/manufacturers/honda/clarity,31,8854,0.35%,8.55
https://www.michelinman.com/auto/manufacturers/ford/transit-250,31,3906,0.79%,14.86
https://www.michelinman.com/motorcycle/manufacturers/honda/cbr300r/cbr300r,31,3018,1.03%,38.98
https://www.michelinman.com/auto/manufacturers/kia/seltos,31,2301,1.35%,11.2
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/z650/z650,31,1958,1.58%,24.73
https://www.michelinman.com/motorcycle/manufacturers/bmw/r-1200-rt,31,1137,2.73%,28.42
https://www.michelinman.com/auto/manufacturers/lexus/is500,31,927,3.34%,26.16
https://www.michelinman.com/motorcycle/manufacturers/honda/ct125-hunter-cub,31,777,3.99%,17.65
https://www.michelinman.com/auto/manufacturers/chevrolet/trailblazer,30,3031,0.99%,24.28
https://www.michelinman.com/motorcycle/manufacturers/yamaha/xmax-300-tech-max,30,736,4.08%,16.11
https://www.michelinman.com/auto/manufacturers/bmw/z4,30,520,5.77%,17.64
https://www.michelinman.com/auto/manufacturers/nissan/versa,29,4371,0.66%,27.28
https://www.michelinman.com/auto/manufacturers/ford/bronco,29,3399,0.85%,14.03
https://www.michelinman.com/auto/manufacturers/lexus/rx300,29,3159,0.92%,28.01
https://www.michelinman.com/auto/manufacturers/toyota/prius-c,29,2161,1.34%,24.63
https://www.michelinman.com/auto/manufacturers/mini/cooper-countryman,29,1940,1.49%,19.44
https://www.michelinman.com/auto/manufacturers/cadillac/escalade-esv,29,1383,2.1%,18.63
https://www.michelinman.com/motorcycle/manufacturers/suzuki/burgman-650,29,892,3.25%,25.68
https://www.michelinman.com/motorcycle/manufacturers/honda/cb500f,29,891,3.25%,26.2
https://www.michelinman.com/auto/manufacturers/volkswagen,28,4882,0.57%,24.75
https://www.michelinman.com/motorcycle/manufacturers/yamaha/mio-sporty,28,4073,0.69%,9.61
https://www.michelinman.com/auto/manufacturers/lincoln/mkc,28,2317,1.21%,34
https://www.michelinman.com/motorcycle/manufacturers/bmw/r-1200-gs/r-1200-gs,28,2006,1.4%,25.29
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja-zx-14r,28,1926,1.45%,23.27
https://www.michelinman.com/motorcycle/manufacturers/bmw,28,1809,1.55%,23.35
https://www.michelinman.com/auto/manufacturers/gmc/canyon,28,1637,1.71%,12.28
https://www.michelinman.com/auto/manufacturers/bmw/m440i-xdrive-gran-coupe,28,906,3.09%,27.58
https://www.michelinman.com/motorcycle/manufacturers/bmw/f-750-gs/f-750-gs,28,336,8.33%,15.24
https://www.michelinman.com/auto/manufacturers/lincoln,27,6244,0.43%,14.36
https://www.michelinman.com/auto/manufacturers/bmw/535i,27,2806,0.96%,21.7
https://www.michelinman.com/auto/manufacturers/mazda/cx-3,27,2353,1.15%,16.05
https://www.michelinman.com/auto/manufacturers/bmw/m340i-xdrive,27,2087,1.29%,18.88
https://www.michelinman.com/auto/manufacturers/jaguar/f-pace,27,1111,2.43%,21.47
https://www.michelinman.com/auto/manufacturers/toyota/86,27,638,4.23%,23.89
https://www.michelinman.com/auto/manufacturers/honda/insight,26,8081,0.32%,10.69
https://www.michelinman.com/auto/manufacturers/buick/encore,26,4880,0.53%,22.78
https://www.michelinman.com/auto/manufacturers/ford/crown-victoria,26,3448,0.75%,37.24
https://www.michelinman.com/auto/manufacturers/ford/maverick,26,1643,1.58%,22.35
https://www.michelinman.com/auto/manufacturers/audi/e-tron-quattro,26,1220,2.13%,14.54
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja-zx-10r/ninja-zx-10r,26,1081,2.41%,14.85
https://www.michelinman.com/auto/manufacturers/infiniti/q60,26,1067,2.44%,18.06
https://www.michelinman.com/motorcycle/manufacturers/yamaha/tenere-700,26,599,4.34%,10.58
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/xg-street-750,26,438,5.94%,24.89
https://www.michelinman.com/auto/manufacturers/cadillac/ct6,26,360,7.22%,12.54
https://www.michelinman.com/auto/manufacturers/chevrolet,25,25917,0.1%,12.38
https://www.michelinman.com/auto/manufacturers/dodge/grand-caravan,25,8359,0.3%,46.43
https://www.michelinman.com/auto/manufacturers/nissan,25,8339,0.3%,20.31
https://www.michelinman.com/auto/manufacturers/lexus/es300,25,5747,0.44%,20.64
https://www.michelinman.com/auto/manufacturers/mercedes-benz/amg-gt-43,25,1709,1.46%,53.96
https://www.michelinman.com/auto/manufacturers/nissan/nv200,25,1403,1.78%,14.22
https://www.michelinman.com/auto/manufacturers/cadillac/dts,25,1260,1.98%,35
https://www.michelinman.com/motorcycle/manufacturers/tiger,25,1253,2%,15.42
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/w800,25,210,11.9%,7.65
https://www.michelinman.com/auto/manufacturers/gmc,24,14089,0.17%,11.62
https://www.michelinman.com/auto/manufacturers/porsche/boxster,24,4153,0.58%,7.34
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e320,24,3295,0.73%,12.99
https://www.michelinman.com/auto/manufacturers/mercedes-benz/sl63-amg,24,2616,0.92%,54.17
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/klr-650/klr-650,24,2586,0.93%,14.43
https://www.michelinman.com/auto/manufacturers/infiniti/fx35,24,2267,1.06%,27.08
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/fxdl-dyna-low-rider/fxdl-dyna-low-rider,24,2245,1.07%,32.65
https://www.michelinman.com/auto/manufacturers/hyundai/santa-cruz,24,1793,1.34%,13.2
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/z900/z900,24,1415,1.7%,11.91
https://www.michelinman.com/auto/manufacturers/lexus/rc350,24,1084,2.21%,30.92
https://www.michelinman.com/auto/manufacturers/mitsubishi/mirage-g4,24,691,3.47%,20.72
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/pan-america/pan-america,24,529,4.54%,8.69
https://www.michelinman.com/auto/manufacturers/lucid,24,250,9.6%,21.93
https://www.michelinman.com/motorcycle/manufacturers/sherco,24,164,14.63%,26.27
https://www.michelinman.com/auto/manufacturers/mini,23,4695,0.49%,21.74
https://www.michelinman.com/auto/manufacturers/subaru/wrx-sti,23,3686,0.62%,38.81
https://www.michelinman.com/auto/manufacturers/bmw/530i,23,2246,1.02%,10.29
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja400,23,1591,1.45%,8.55
https://www.michelinman.com/motorcycle/manufacturers/ktm/390-adventure,23,626,3.67%,12.84
https://www.michelinman.com/auto/manufacturers/cadillac/ct4,23,481,4.78%,18.51
https://www.michelinman.com/motorcycle/manufacturers/aprilia,23,360,6.39%,24.95
https://www.michelinman.com/motorcycle/manufacturers/honda/nc-750-x-dct/nc-750-x-dct,23,346,6.65%,18.27
https://www.michelinman.com/motorcycle/manufacturers/triumph/tiger-900-gt-pro/tiger-900-gt-pro,23,328,7.01%,19.28
https://www.michelinman.com/auto/manufacturers/mercedes-benz/a35-amg,23,187,12.3%,26.44
https://www.michelinman.com/auto/manufacturers/chevrolet/sonic,22,3251,0.68%,23.51
https://www.michelinman.com/auto/manufacturers/lamborghini,22,3132,0.7%,18.01
https://www.michelinman.com/motorcycle/manufacturers/yamaha/yzf-r1/yzf-r1,22,2418,0.91%,23.97
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/fltrxs-road-glide-special/fltrxs-road-glide-special,22,1640,1.34%,13.47
https://www.michelinman.com/auto/manufacturers/lexus/es330,22,1301,1.69%,15.48
https://www.michelinman.com/auto/manufacturers/ford/f-150-svt-raptor,22,1283,1.71%,23.86
https://www.michelinman.com/auto/manufacturers/chevrolet/express-2500,22,1275,1.73%,11.03
https://www.michelinman.com/motorcycle/manufacturers/honda/xrm-125-dual-sport-slash-motard-slash-dsx,22,1122,1.96%,15.1
https://www.michelinman.com/auto/manufacturers/audi/rs3,22,647,3.4%,11.61
https://www.michelinman.com/auto/manufacturers/mercedes-benz/metris,22,439,5.01%,13.02
https://www.michelinman.com/motorcycle/manufacturers/honda/africa-twin-1100,22,402,5.47%,11.42
https://www.michelinman.com/auto/manufacturers/mercedes-benz/560sl,22,181,12.15%,39.31
https://www.michelinman.com/auto/manufacturers/mercedes-benz/eqs-580,22,136,16.18%,18.96
https://www.michelinman.com/auto/manufacturers/volvo/c40-recharge,22,95,23.16%,14.68
https://www.michelinman.com/auto/manufacturers/jeep/patriot,21,7110,0.3%,27.16
https://www.michelinman.com/auto/manufacturers/jeep/gladiator,21,4963,0.42%,22.28
https://www.michelinman.com/auto/manufacturers/ford/ecosport,21,2425,0.87%,24.84
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flhrc-road-king-classic/flhrc-road-king-classic,21,2249,0.93%,15.19
https://www.michelinman.com/motorcycle/manufacturers/ktm,21,1334,1.57%,14.39
https://www.michelinman.com/motorcycle/manufacturers/honda/super-cub-c125/super-cub-c125,21,896,2.34%,44.57
https://www.michelinman.com/auto/manufacturers/lexus/lx470,21,746,2.82%,18.08
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/xl-1200-x-forty-eight,21,460,4.57%,16.12
https://www.michelinman.com/auto/manufacturers/land-rover/lr4,21,442,4.75%,20.3
https://www.michelinman.com/motorcycle/manufacturers/yamaha/v-star-250,21,386,5.44%,15.04
https://www.michelinman.com/motorcycle/manufacturers/kymco,21,275,7.64%,12.87
https://www.michelinman.com/auto/manufacturers/polestar/2,21,230,9.13%,10.14
https://www.michelinman.com/auto/manufacturers/mercedes-benz/eqe-amg,21,217,9.68%,20.46
https://www.michelinman.com/motorcycle/manufacturers/royal-enfield/classic-350,21,158,13.29%,16.13
https://www.michelinman.com/auto/manufacturers/ram,20,5805,0.34%,21.15
https://www.michelinman.com/auto/manufacturers/jeep/liberty,20,4783,0.42%,33.95
https://www.michelinman.com/motorcycle/manufacturers/honda/cbr600rr/cbr600rr,20,3591,0.56%,15.63
https://www.michelinman.com/auto/manufacturers/mercedes-benz/s560,20,3527,0.57%,17.91
https://www.michelinman.com/auto/manufacturers/geo,20,2813,0.71%,21.06
https://www.michelinman.com/auto/manufacturers/scion/xb,20,2754,0.73%,25.01
https://www.michelinman.com/auto/manufacturers/ram/promaster-1500,20,2300,0.87%,15.52
https://www.michelinman.com/auto/manufacturers/audi/a4-quattro,20,1346,1.49%,25.82
https://www.michelinman.com/auto/manufacturers/bmw/750i-xdrive,20,1237,1.62%,49.36
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja-300,20,982,2.04%,14.31
https://www.michelinman.com/auto/manufacturers/jeep/wagoneer,20,931,2.15%,10.09
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/z900rs/z900rs,20,639,3.13%,31.41
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/vn-900-classic-lt/vn-900-classic-lt,20,577,3.47%,10.13
https://www.michelinman.com/motorcycle/manufacturers/honda/cb500x/cb500x,20,421,4.75%,15.79
https://www.michelinman.com/motorcycle/manufacturers/yamaha/v-star-1300-tourer/v-star-1300-tourer,20,344,5.81%,15.61
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e53-amg,20,212,9.43%,18.63
https://www.michelinman.com/auto/manufacturers/infiniti/g35,19,4832,0.39%,46.34
https://www.michelinman.com/auto/manufacturers/porsche/cayman,19,3594,0.53%,7.34
https://www.michelinman.com/auto/manufacturers/alfa-romeo,19,2652,0.72%,24.67
https://www.michelinman.com/motorcycle/manufacturers/honda/vtx-1800-c,19,2351,0.81%,20.73
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flhx-street-glide,19,1725,1.1%,17.12
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flhtkl-electra-glide-ultra-limited-low/flhtkl-electra-glide-ultra-limited-low,19,963,1.97%,12.02
https://www.michelinman.com/auto/manufacturers/hyundai/ioniq-6,19,957,1.99%,13.72
https://www.michelinman.com/auto/manufacturers/bmw/540i-xdrive,19,628,3.03%,25.76
https://www.michelinman.com/auto/manufacturers/chevrolet/express-3500,19,523,3.63%,9.79
https://www.michelinman.com/motorcycle/manufacturers/suzuki/v-strom-dl650/v-strom-dl650,19,465,4.09%,13.23
https://www.michelinman.com/auto/manufacturers/mercedes-benz/c230,19,418,4.55%,13.41
https://www.michelinman.com/auto/manufacturers/kia/ev9,19,412,4.61%,9.79
https://www.michelinman.com/motorcycle/manufacturers/benelli,19,199,9.55%,17.07
https://www.michelinman.com/auto/manufacturers/audi/sq8,19,197,9.64%,6.94
https://www.michelinman.com/auto/manufacturers/audi/e-tron-gt,19,175,10.86%,12.9
https://www.michelinman.com/auto/manufacturers/mercedes-benz/glc63-amg-s,19,118,16.1%,22.69
https://www.michelinman.com/auto/manufacturers/lexus/rx330,18,3311,0.54%,21.03
https://www.michelinman.com/auto/manufacturers/eagle,18,3219,0.56%,21.51
https://www.michelinman.com/auto/manufacturers/toyota/prius-v,18,2565,0.7%,26.5
https://www.michelinman.com/auto/manufacturers/alfa-romeo/giulia,18,1835,0.98%,20.59
https://www.michelinman.com/motorcycle/manufacturers/honda/adv150,18,1626,1.11%,8.86
https://www.michelinman.com/auto/manufacturers/mercury,18,1574,1.14%,46.04
https://www.michelinman.com/motorcycle/manufacturers/yamaha/mt-09-abs/mt-09-abs,18,1485,1.21%,12.19
https://www.michelinman.com/auto/manufacturers/volvo/xc70,18,1347,1.34%,15.23
https://www.michelinman.com/motorcycle/manufacturers/suzuki/gsx-r600,18,1301,1.38%,9.6
https://www.michelinman.com/auto/manufacturers/nissan/350z,18,1285,1.4%,19.86
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e450,18,1259,1.43%,11.01
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e400,18,499,3.61%,28.78
https://www.michelinman.com/auto/manufacturers/mercedes-benz/c63-amg,18,372,4.84%,17.38
https://www.michelinman.com/auto/manufacturers/bmw/330e,18,230,7.83%,10.32
https://www.michelinman.com/auto/manufacturers/maserati/levante,18,192,9.38%,18.47
https://www.michelinman.com/auto/manufacturers/volvo/v90-cross-country,18,156,11.54%,14.49
https://www.michelinman.com/auto/manufacturers/mercedes-benz/amg-gt-black-series,18,71,25.35%,13.48
https://www.michelinman.com/auto/manufacturers/dodge,17,7452,0.23%,30.75
https://www.michelinman.com/auto/manufacturers/hyundai/santa-fe-sport,17,3411,0.5%,35.62
https://www.michelinman.com/auto/manufacturers/kia/rio,17,2890,0.59%,17.18
https://www.michelinman.com/motorcycle/manufacturers/honda/cbr-250-r,17,2835,0.6%,36.12
https://www.michelinman.com/auto/manufacturers/mitsubishi/mirage,17,2250,0.76%,21.76
https://www.michelinman.com/auto/manufacturers/mitsubishi,17,2193,0.78%,14.87
https://www.michelinman.com/auto/manufacturers/nissan/xterra,17,1967,0.86%,26.81
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/fxdb-dyna-street-bob/fxdb-dyna-street-bob,17,1687,1.01%,18.75
https://www.michelinman.com/auto/manufacturers/lexus/rx400h,17,1333,1.28%,22.26
https://www.michelinman.com/motorcycle/manufacturers/yamaha/fjr-1300-as/fjr-1300-as,17,1074,1.58%,29.37
https://www.michelinman.com/auto/manufacturers/ford/e-350-super-duty,17,788,2.16%,14.26
https://www.michelinman.com/motorcycle/manufacturers/yamaha/xv-950-r-bolt/xv-950-r-bolt,17,607,2.8%,10.9
https://www.michelinman.com/auto/manufacturers/honda/s2000,17,424,4.01%,14.76
https://www.michelinman.com/auto/manufacturers/kia/carnival,17,413,4.12%,15.39
https://www.michelinman.com/auto/manufacturers/bmw/530e,17,321,5.3%,25.67
https://www.michelinman.com/motorcycle/manufacturers/triumph/tiger-1200-explorer/tiger-1200-explorer,17,255,6.67%,26.54
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja-1000-sx/ninja-1000-sx,17,212,8.02%,16.98
https://www.michelinman.com/auto/manufacturers/mercedes-benz/s500,17,203,8.37%,18.1
https://www.michelinman.com/auto/manufacturers/mitsubishi/montero-sport,17,174,9.77%,11.87
https://www.michelinman.com/auto/manufacturers/bmw/m850i-xdrive,17,93,18.28%,13.75
https://www.michelinman.com/auto/manufacturers/genesis/electrified-gv70,17,68,25%,13.93
https://www.michelinman.com/auto/manufacturers/buick,16,4308,0.37%,12.08
https://www.michelinman.com/auto/manufacturers/lincoln/continental,16,3049,0.52%,29.72
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/fxdb-dyna-street-bob,16,1280,1.25%,20.3
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/fxstc-softail-custom/fxstc-softail-custom,16,1154,1.39%,29.68
https://www.michelinman.com/auto/manufacturers/dodge/ram-3500,16,703,2.28%,14.67
https://www.michelinman.com/auto/manufacturers/ford/police-interceptor-sedan,16,672,2.38%,34.91
https://www.michelinman.com/motorcycle/manufacturers/piaggio,16,644,2.48%,13.99
https://www.michelinman.com/motorcycle/manufacturers/vespa/gts-300,16,576,2.78%,14.19
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e550,16,425,3.76%,21.21
https://www.michelinman.com/motorcycle/manufacturers/honda/cb650r,16,361,4.43%,9.75
https://www.michelinman.com/auto/manufacturers/acura/integra,16,343,4.66%,13.26
https://www.michelinman.com/auto/manufacturers/bmw/530i-xdrive,16,325,4.92%,13.83
https://www.michelinman.com/auto/manufacturers/bmw/m235i,16,312,5.13%,27.93
https://www.michelinman.com/auto/manufacturers/lexus/nx450h-plus,16,192,8.33%,20.78
https://www.michelinman.com/auto/manufacturers/bmw/340i,16,166,9.64%,10.6
https://www.michelinman.com/auto/manufacturers/bmw/alpina-b7,15,4706,0.32%,63.38
https://www.michelinman.com/motorcycle/manufacturers/tnt,15,2692,0.56%,10.82
https://www.michelinman.com/motorcycle/manufacturers/honda/,15,2665,0.56%,12.12
https://www.michelinman.com/auto/manufacturers/chevrolet/s10,15,1212,1.24%,14.93
https://www.michelinman.com/auto/manufacturers/scion,15,1095,1.37%,35.75
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/xlh-883-sportster/xlh-883-sportster,15,948,1.58%,15.27
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flhtcu-and-i-electra-glide-ultra-classic/flhtcu-and-i-electra-glide-ultra-classic,15,820,1.83%,12.04
https://www.michelinman.com/auto/manufacturers/bmw/650i,15,635,2.36%,43.18
https://www.michelinman.com/auto/manufacturers/lexus/ux200,15,589,2.55%,30.39
https://www.michelinman.com/auto/manufacturers/bmw/z3,15,449,3.34%,28.27
https://www.michelinman.com/auto/manufacturers/cadillac/ats,15,257,5.84%,11.54
https://www.michelinman.com/auto/manufacturers/volvo/s40,15,228,6.58%,19.25
https://www.michelinman.com/auto/manufacturers/mercedes-benz/gla45-amg,15,193,7.77%,22.82
https://www.michelinman.com/motorcycle/manufacturers/honda/rebel500/rebel500,15,189,7.94%,9.47
https://www.michelinman.com/motorcycle/manufacturers/honda/gl-1800-a-gold-wing/gl-1800-a-gold-wing,15,183,8.2%,15.34
https://www.michelinman.com/auto/manufacturers/bmw/740i,15,152,9.87%,16.01
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/xg-street-750/xg-street-750,15,133,11.28%,24.59
https://www.michelinman.com/motorcycle/manufacturers/kymco/k-pipe-125,15,110,13.64%,13.34
https://www.michelinman.com/motorcycle/manufacturers/indian/challenger,15,103,14.56%,13.1
https://www.michelinman.com/auto/manufacturers/honda/element,14,2081,0.67%,23.52
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flhr-road-king/flhr-road-king,14,2039,0.69%,13.88
https://www.michelinman.com/auto/manufacturers/saturn,14,1968,0.71%,55.78
https://www.michelinman.com/auto/manufacturers/bmw/440i-gran-coupe,14,1823,0.77%,35.41
https://www.michelinman.com/auto/manufacturers/maserati,14,1532,0.91%,27.75
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/xl-883-r-sportster-iron-883,14,1524,0.92%,15.19
https://www.michelinman.com/auto/manufacturers/dodge/ram-1500,14,1223,1.14%,43.51
https://www.michelinman.com/auto/manufacturers/toyota/grand-highlander,14,1072,1.31%,15.11
https://www.michelinman.com/auto/manufacturers/aston-martin,14,926,1.51%,11.78
https://www.michelinman.com/motorcycle/manufacturers/bmw/s-1000-rr-carbon-and-forged-wheel/s-1000-rr-carbon-and-forged-wheel,14,923,1.52%,12.22
https://www.michelinman.com/auto/manufacturers/nissan/rogue-sport,14,857,1.63%,27.77
https://www.michelinman.com/auto/manufacturers/land-rover/discovery-sport,14,540,2.59%,13.2
https://www.michelinman.com/motorcycle/manufacturers/yamaha/yzf-r3-abs,14,497,2.82%,13.65
https://www.michelinman.com/motorcycle/manufacturers/indian/scout,14,495,2.83%,13.43
https://www.michelinman.com/auto/manufacturers/avanti,14,379,3.69%,18.26
https://www.michelinman.com/auto/manufacturers/genesis/electrified-g80,14,259,5.41%,57.63
https://www.michelinman.com/motorcycle/manufacturers/ducati/scrambler,14,243,5.76%,9.86
https://www.michelinman.com/auto/manufacturers/audi/rs5,14,193,7.25%,21.66
https://www.michelinman.com/motorcycle/manufacturers/triumph/bonneville-t100/bonneville-t100,14,158,8.86%,12.51
https://www.michelinman.com/motorcycle/manufacturers/honda/cbr650r/cbr650r,14,138,10.14%,8.99
https://www.michelinman.com/auto/manufacturers/bmw/540i,14,137,10.22%,17.18
https://www.michelinman.com/auto/manufacturers/toyota/crown,14,123,11.38%,38.7
https://www.michelinman.com/auto/manufacturers/lucid/air,14,117,11.97%,15.34
https://www.michelinman.com/motorcycle/manufacturers/triumph/trident-660,14,109,12.84%,7.73
https://www.michelinman.com/auto/manufacturers/fiat,13,2230,0.58%,13.09
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja-650r/ninja-650r,13,1622,0.8%,24.63
https://www.michelinman.com/auto/manufacturers/ford/transit-connect,13,1199,1.08%,21.66
https://www.michelinman.com/motorcycle/manufacturers/victory,13,994,1.31%,18.58
https://www.michelinman.com/auto/manufacturers/lexus/is200t,13,774,1.68%,30.51
https://www.michelinman.com/auto/manufacturers/audi/s4,13,553,2.35%,15.02
https://www.michelinman.com/motorcycle/manufacturers/yamaha/mt-03-abs,13,370,3.51%,8.8
https://www.michelinman.com/auto/manufacturers/volkswagen/taos,13,367,3.54%,14.15
https://www.michelinman.com/motorcycle/manufacturers/honda/vtx-1300-s/vtx-1300-s,13,315,4.13%,15.25
https://www.michelinman.com/auto/manufacturers/mercedes-benz/slk350,13,284,4.58%,29.35
https://www.michelinman.com/motorcycle/manufacturers/suzuki/burgman-400,13,198,6.57%,11.22
https://www.michelinman.com/auto/manufacturers/porsche/718-spyder,13,119,10.92%,30.8
https://www.michelinman.com/motorcycle/manufacturers/yamaha/xsr700/xsr700,13,97,13.4%,9.31
https://www.michelinman.com/auto/manufacturers/bmw/i5,13,45,28.89%,8.18
https://www.michelinman.com/auto/manufacturers/chrysler,12,3264,0.37%,17.47
https://www.michelinman.com/auto/manufacturers/chevrolet/spark,12,1784,0.67%,20.39
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flstf-softail-fat-boy,12,1154,1.04%,13.45
https://www.michelinman.com/auto/manufacturers/bentley,12,914,1.31%,17.9
